start_token,end_token,supersense_category,text
692,693,noun.object,sea level
695,696,noun.quantity,Twenty miles
699,699,noun.location,Eugene
702,704,noun.location,University of Oregon
709,709,noun.quantity,miles
710,710,noun.relation,southeast
712,712,noun.location,Portland
714,714,noun.location,Halfway
717,717,noun.artifact,farm
718,718,noun.location,town
721,721,noun.location,suburb
723,723,noun.location,Home
726,726,noun.person,Spartans
728,729,noun.group,Go Spartans
733,733,noun.location,Home
737,737,noun.person,girls
739,739,noun.location,Home
745,745,noun.person,women
747,747,verb.stative,waiting
750,750,noun.body,skin
752,752,verb.body,fit
755,757,noun.group,U - Haul
758,758,noun.artifact,truck
759,759,verb.contact,opens
761,762,noun.artifact,sliding door
768,768,noun.person,Adeline
770,770,noun.location,Kentucky
772,772,verb.contact,unleashing
775,775,noun.substance,air
780,780,noun.location,town
785,786,noun.person,Grace Salter
788,788,noun.artifact,home
793,793,noun.person,mother
794,794,verb.stative,was
798,799,noun.group,Baptist church
800,800,noun.person,leader
807,807,noun.person,pastor
813,813,noun.person,woman
816,816,noun.group,church
817,818,verb.stative,belonging to
820,822,noun.group,Southern Baptist Convention
828,828,verb.communication,claim
831,831,noun.communication,title
837,837,noun.possession,pay
838,838,noun.state,grade
845,845,noun.act,Ministry
850,850,noun.time,decade
852,852,noun.act,service
857,857,noun.person,Grace
859,859,noun.time,life
860,860,verb.change,changed
862,862,noun.person,Mom
863,864,verb.motion,fell off
866,866,noun.animal,horse
870,870,noun.body,head
872,872,verb.perception,suffered
876,876,noun.event,concussion
880,880,noun.event,experience
885,885,noun.person,Mom
887,887,noun.communication,version
889,889,noun.event,events
891,891,verb.contact,freed
893,893,noun.cognition,mind
895,895,verb.body,helped
897,897,verb.perception,hear
900,900,noun.communication,voice
903,903,noun.person,Lord
908,908,noun.person,Grace
910,910,noun.communication,version
912,912,noun.event,events
914,914,verb.change,got
916,916,verb.contact,booted
919,919,noun.person,Adeline
921,921,verb.change,ruined
923,923,noun.state,lives
925,925,noun.artifact,Couches
927,927,noun.artifact,beds
930,930,noun.artifact,dressers
931,931,verb.stative,are
935,935,noun.location,positions
939,939,noun.artifact,house
941,941,noun.person,Grace
943,943,noun.person,mother
944,944,verb.change,starts
945,945,verb.contact,unpacking
947,947,noun.artifact,kitchen
949,949,noun.person,Dad
950,950,verb.perception,searches
953,953,noun.artifact,phone
955,955,noun.food,pizza
956,956,noun.act,delivery
958,958,noun.person,Grace
959,959,verb.motion,climbs
963,963,noun.artifact,stairs
966,966,noun.artifact,room
970,970,verb.perception,seen
975,975,noun.artifact,room
976,976,noun.person,Mom
978,978,noun.person,Dad
980,980,verb.perception,saw
982,982,noun.artifact,photos
984,985,noun.artifact,real estate
986,986,noun.person,agent
987,987,verb.communication,sent
991,991,noun.artifact,room
993,993,verb.cognition,knows
995,995,verb.stative,meant
997,997,verb.stative,be
1003,1004,noun.artifact,wall paint
1007,1008,noun.artifact,flower decals
1011,1011,verb.contact,sits
1016,1016,noun.artifact,mattress
1022,1022,verb.stative,was
1025,1025,verb.emotion,wants
1026,1026,noun.quantity,nothing
1030,1031,verb.body,curl up
1033,1034,verb.body,fall asleep
1040,1040,verb.cognition,know
1043,1043,noun.artifact,sheets
1044,1044,verb.stative,are
1048,1048,noun.time,days
1051,1051,noun.act,driving
1054,1054,noun.food,food
1057,1057,verb.possession,sharing
1058,1059,noun.artifact,motel rooms
1062,1062,noun.person,parents
1065,1065,verb.emotion,wants
1067,1067,verb.contact,shut
1069,1069,noun.artifact,door
1072,1073,verb.change,come out
1076,1077,noun.time,long time
1084,1084,verb.emotion,want
1086,1086,verb.contact,sit
1088,1088,noun.artifact,boxes
1090,1090,noun.artifact,dishes
1092,1092,verb.consumption,eating
1093,1093,noun.food,pizza
1096,1096,noun.substance,paper
1097,1097,noun.artifact,towel
1100,1100,verb.contact,lies
1103,1103,noun.artifact,bed
1105,1105,verb.perception,looks
1109,1109,noun.artifact,ceiling
1112,1112,verb.perception,studies
1114,1114,noun.substance,water
1117,1117,noun.location,corner
1120,1120,verb.stative,is
1122,1122,noun.time,September
1126,1126,noun.time,summer
1130,1130,verb.stative,is
1131,1131,noun.location,Oregon
1136,1136,noun.time,year
1139,1139,noun.state,wetness
1142,1142,noun.person,Grace
1143,1143,verb.cognition,learned
1148,1148,noun.act,searches
1151,1151,verb.communication,wonders
1155,1155,verb.social,try
1157,1157,verb.communication,find
1159,1159,noun.artifact,bucket
1161,1161,verb.contact,put
1164,1164,noun.artifact,floor
1169,1169,noun.object,leak
1173,1173,verb.change,prepared
1182,1182,noun.communication,motto
1187,1187,verb.cognition,know
1191,1191,verb.stative,been
1193,1194,noun.person,Girl Scout
1197,1197,noun.group,troop
1198,1198,verb.cognition,learned
1201,1201,verb.social,do
1202,1202,noun.act,things
1204,1204,verb.contact,knit
1206,1206,verb.creation,make
1207,1207,noun.food,marzipan
1209,1209,noun.person,Grace
1210,1210,verb.motion,turns
1212,1212,noun.body,head
1214,1214,verb.perception,look
1217,1217,noun.artifact,window
1221,1221,noun.body,eyes
1222,1222,verb.perception,catch
1223,1223,noun.attribute,texture
1226,1226,verb.contact,peeling
1228,1228,noun.body,lip
1231,1231,noun.artifact,frame
1234,1234,noun.communication,words
1237,1238,noun.person,AMY REED
1241,1241,noun.person,prisoner
1245,1245,noun.artifact,cell
1248,1248,noun.object,layers
1250,1251,noun.substance,peeling yellow
1257,1257,noun.attribute,white
1261,1261,noun.communication,words
1262,1262,verb.contact,sliced
1264,1264,noun.time,decades
1266,1266,noun.artifact,paint
1268,1268,verb.competition,Kill
1273,1273,verb.stative,’m
1277,1277,noun.person,Grace
1279,1279,noun.substance,breath
1280,1280,verb.change,catches
1283,1283,noun.body,throat
1286,1286,verb.perception,stares
1289,1289,noun.communication,words
1293,1293,verb.cognition,reads
1295,1295,noun.feeling,pain
1298,1298,noun.person,stranger
1302,1302,verb.stative,lived
1304,1304,verb.body,breathed
1306,1306,verb.body,slept
1309,1309,noun.artifact,room
1313,1313,noun.artifact,bed
1318,1318,noun.location,place
1322,1322,noun.body,body
1324,1325,verb.change,carve out
1327,1327,noun.location,position
1329,1329,noun.location,space
1331,1331,noun.person,Grace
1333,1333,noun.body,body
1334,1334,verb.stative,lies
1341,1341,noun.communication,words
1342,1342,verb.stative,are
1347,1347,noun.person,person
1349,1349,verb.emotion,feel
1351,1352,verb.communication,cry out
1354,1354,noun.Tops,someone
1359,1359,verb.perception,see
1361,1362,noun.location,Across town
1364,1365,noun.location,Erin DeLillo
1367,1367,verb.motion,watching
1368,1368,noun.time,Season
1383,1383,noun.communication,title
1386,1386,noun.event,episode
1387,1387,verb.stative,is
1400,1400,noun.person,boy
1402,1402,verb.change,becomes
1406,1408,noun.person,Lieutenant Commander Data
1411,1411,noun.person,android
1414,1414,noun.person,boy
1415,1415,verb.emotion,admires
1416,1416,noun.person,Data
1419,1419,noun.cognition,intelligence
1421,1421,noun.time,speed
1429,1429,verb.emotion,wishes
1431,1431,verb.possession,shared
1432,1432,noun.person,Data
1434,1434,noun.state,lack
1436,1436,noun.cognition,ability
1438,1438,verb.perception,experience
1440,1440,noun.feeling,emotions
1444,1444,noun.person,boy
1445,1445,verb.stative,were
1447,1447,noun.artifact,android
1452,1452,verb.stative,be
1460,1460,verb.stative,were
1462,1462,noun.animal,android
1467,1467,verb.emotion,feel
1472,1472,noun.act,mistake
1474,1474,verb.change,tore
1476,1476,noun.artifact,ship
1479,1479,verb.contact,killed
1481,1481,noun.person,parents
1483,1483,noun.person,Data
1484,1484,verb.stative,is
1486,1486,noun.person,android
1488,1488,verb.emotion,wants
1490,1490,verb.stative,be
1495,1495,verb.perception,watching
1499,1499,noun.location,outside
1502,1502,noun.person,Data
1504,1504,noun.person,Erin
1507,1507,verb.cognition,confounded
1510,1510,noun.act,behavior
1512,1512,noun.Tops,humans
1516,1516,noun.person,Data
1518,1518,noun.person,Erin
1519,1519,verb.stative,is
1524,1524,verb.perception,feeling
1527,1527,verb.cognition,feels
1533,1533,noun.quantity,much
1536,1536,verb.stative,is
1539,1539,noun.person,nerve
1542,1542,noun.object,world
1545,1545,verb.social,trying
1547,1547,verb.contact,touch
1550,1550,noun.person,Mom
1551,1551,verb.communication,says
1558,1558,noun.time,day
1562,1562,verb.stative,be
1567,1567,verb.communication,speaks
1569,1569,noun.communication,exclamation
1570,1570,noun.communication,points
1573,1573,noun.person,Erin
1575,1575,noun.body,skin
1576,1576,verb.stative,is
1581,1581,noun.person,Data
1585,1585,verb.body,burns
1591,1591,verb.emotion,like
1592,1592,verb.stative,being
1600,1600,noun.state,discomfort
1602,1602,verb.cognition,reminds
1605,1605,verb.stative,lives
1610,1610,noun.body,body
1613,1613,verb.stative,is
1616,1616,verb.stative,takes
1618,1618,noun.quantity,minimum
1621,1621,noun.artifact,baths
1623,1623,noun.time,day
1628,1628,noun.substance,showers
1631,1631,verb.body,feel
1636,1636,noun.body,skin
1640,1640,noun.person,mother
1641,1641,verb.cognition,knows
1644,1644,noun.person,Erin
1650,1650,verb.communication,saying
1651,1651,noun.communication,things
1653,1653,verb.cognition,thinks
1655,1655,noun.person,moms
1658,1658,noun.person,kids
1662,1662,verb.communication,say
1666,1666,noun.person,Erin
1667,1667,verb.stative,is
1670,1670,verb.stative,being
1673,1673,noun.person,kid
1678,1678,verb.stative,is
1683,1683,verb.cognition,aspire
1685,1685,verb.stative,be
1690,1690,noun.person,Erin
1691,1691,verb.stative,aspires
1693,1693,verb.stative,be
1694,1694,verb.stative,is
1697,1697,noun.person,Data
1701,1701,verb.stative,lived
1704,1704,noun.object,ocean
1706,1706,noun.person,Erin
1709,1709,verb.perception,have
1712,1712,noun.motive,reluctance
1714,1714,verb.motion,go
1723,1723,verb.communication,subject
1725,1725,noun.body,skin
1728,1728,noun.attribute,stickiness
1730,1730,noun.artifact,sunscreen
1733,1733,verb.stative,meant
1736,1736,verb.stative,spend
1738,1738,noun.time,day
1739,1740,verb.motion,turning over
1741,1741,noun.object,rocks
1743,1743,verb.cognition,cataloging
1745,1745,noun.group,findings
1748,1748,noun.animal,invertebrates
1750,1750,noun.animal,mollusks
1752,1752,noun.animal,cnidarians
1755,1755,noun.animal,polychaete
1756,1756,noun.animal,worms
1761,1761,noun.person,Erin
1763,1763,noun.cognition,opinion
1765,1765,verb.stative,are
1769,1769,noun.Tops,creatures
1774,1774,noun.artifact,house
1776,1777,noun.location,Alki Beach
1779,1780,noun.location,West Seattle
1784,1784,verb.motion,walk
1787,1788,noun.artifact,front door
1790,1790,verb.stative,spend
1792,1792,noun.time,days
1793,1793,verb.communication,searching
1796,1796,noun.time,life
1798,1798,noun.body,forms
1802,1802,verb.stative,was
1806,1806,verb.stative,lived
1808,1808,noun.location,Seattle
1812,1812,noun.event,events
1814,1814,verb.stative,led
1816,1816,noun.person,Erin
1818,1818,noun.act,decision
1820,1820,verb.social,trying
1822,1822,verb.stative,be
1826,1826,verb.stative,was
1829,1829,noun.state,trouble
1832,1832,verb.stative,was
1836,1836,noun.act,decision
1838,1838,noun.person,mother
1840,1840,verb.communication,refuses
1842,1842,verb.cognition,accept
1845,1845,noun.state,problem
1847,1847,noun.animal,humans
1848,1848,verb.stative,is
1858,1858,noun.animal,mammals
1865,1865,noun.body,brains
1868,1868,noun.time,birth
1869,1869,verb.stative,are
1871,1871,noun.communication,signs
1873,1873,noun.attribute,superiority
1880,1880,noun.substance,air
1883,1883,noun.object,world
1884,1884,verb.stative,is
1889,1889,verb.stative,matters
1892,1892,verb.stative,is
1894,1895,noun.object,whole universe
1899,1899,verb.cognition,explored
1903,1903,noun.person,engineers
1904,1904,verb.creation,building
1905,1905,noun.artifact,ships
1908,1908,verb.motion,travel
1909,1909,noun.quantity,miles
1911,1912,noun.location,AMY REED
1915,1915,noun.object,surface
1918,1918,noun.time,day
1920,1920,noun.person,Erin
1921,1921,verb.cognition,aims
1923,1923,verb.creation,design
1925,1925,verb.contact,drive
1929,1929,noun.artifact,ships
1931,1931,verb.competition,armed
1933,1933,noun.communication,PhDs
1937,1937,noun.cognition,biology
1939,1939,noun.act,engineering
1943,1943,verb.perception,find
1944,1944,noun.Tops,creatures
1949,1949,verb.possession,found
1952,1952,verb.possession,catalog
1955,1955,verb.possession,give
1957,1957,noun.communication,names
1960,1960,verb.stative,help
1961,1961,verb.communication,tell
1963,1963,noun.communication,story
1967,1967,noun.Tops,being
1968,1968,verb.change,came
1970,1970,verb.stative,be
1974,1974,verb.stative,fits
1976,1976,noun.cognition,life
1980,1980,noun.object,web
1982,1982,noun.person,Erin
1983,1983,verb.stative,is
1988,1988,noun.cognition,science
1989,1989,noun.person,geek
1992,1992,verb.cognition,knows
1994,1994,verb.stative,is
1996,1996,noun.person,Asperger
1998,1998,noun.cognition,stereotype
2001,2001,verb.stative,are
2004,2004,noun.cognition,things
2009,2009,noun.state,difficulties
2010,2010,verb.communication,expressing
2011,2011,noun.feeling,emotion
2015,2015,noun.cognition,awkwardness
2020,2020,noun.act,behavior
2026,2026,verb.social,do
2029,2029,verb.stative,are
2030,2030,noun.relation,parts
2034,2034,verb.stative,is
2041,2041,verb.cognition,decided
2043,2043,verb.change,make
2046,2046,noun.communication,stereotype
2049,2049,noun.cognition,thing
2050,2050,noun.person,Erin
2051,2051,verb.cognition,knows
2060,2060,verb.social,do
2062,2062,noun.group,people
2064,2064,verb.possession,find
2066,2066,noun.act,way
2068,2068,verb.contact,put
2072,2072,noun.artifact,box
2075,2075,verb.stative,’s
2079,2079,verb.cognition,programmed
2082,2082,noun.act,default
2083,2083,verb.stative,is
2084,2084,noun.state,laziness
2087,2087,verb.cognition,categorize
2088,2088,noun.cognition,things
2090,2090,verb.change,make
2094,2094,verb.cognition,understand
2099,2099,verb.change,makes
2100,2100,noun.cognition,science
2105,2105,verb.stative,is
2112,2112,verb.stative,is
2121,2121,noun.person,Erin
2122,2122,verb.emotion,loves
2123,2123,noun.quantity,most
2125,2125,noun.cognition,science
2126,2126,verb.stative,is
2128,2128,noun.state,order
2131,2131,noun.cognition,logic
2134,2134,noun.attribute,way
2136,2136,noun.communication,bit
2138,2138,noun.cognition,information
2139,2139,verb.stative,fits
2142,2142,noun.artifact,system
2149,2149,verb.perception,see
2154,2154,verb.possession,has
2155,2155,noun.cognition,faith
2158,2158,noun.act,system
2160,2160,noun.attribute,way
2162,2162,noun.group,people
2163,2163,verb.possession,have
2164,2164,noun.cognition,faith
2166,2166,noun.person,God
2168,2168,noun.group,Evolution
2170,2170,noun.group,taxonomy
2171,2171,verb.stative,are
2175,2175,verb.stative,are
2185,2185,noun.state,problem
2187,2187,noun.state,chance
2191,2191,verb.cognition,ceases
2193,2193,verb.emotion,trouble
2194,2194,noun.person,Erin
2200,2200,verb.change,made
2203,2203,noun.cognition,life
2205,2205,noun.cognition,goal
2207,2208,verb.cognition,figure out
2212,2212,noun.communication,reason
2214,2214,verb.stative,are
2215,2215,noun.animal,humans
2219,2219,noun.communication,reason
2231,2231,noun.Tops,organism
2233,2233,verb.stative,is
2236,2236,noun.cognition,mutation
2250,2250,noun.cognition,kind
2252,2252,noun.state,thing
2253,2253,noun.person,Erin
2254,2254,verb.emotion,hates
2259,2259,verb.change,makes
2261,2262,noun.group,NOWHERE GIRLS
2264,2264,noun.person,chemists
2266,2266,noun.person,physicists
2268,2268,noun.person,mathematicians
2269,2270,verb.cognition,look down
2272,2272,noun.person,biologists
2275,2275,noun.person,scientists
2279,2280,verb.cognition,relies on
2281,2281,noun.cognition,powers
2284,2284,noun.attribute,control
2288,2290,noun.cognition,laws of reason
2292,2292,noun.cognition,logic
2294,2294,noun.attribute,predictability
2299,2299,verb.change,makes
2300,2300,noun.cognition,biology
2302,2302,noun.cognition,science
2304,2304,noun.communication,stories
2307,2307,noun.cognition,equations
2310,2310,noun.attribute,thing
2312,2312,noun.act,evolution
2314,2314,noun.person,Erin
2320,2320,noun.location,bottom
2322,2322,verb.stative,is
2331,2331,noun.state,thing
2333,2333,verb.stative,is
2339,2339,noun.event,accidents
2340,2340,verb.stative,are
2342,2342,verb.change,make
2343,2343,noun.process,evolution
2347,2347,verb.change,made
2349,2349,noun.animal,fish
2350,2350,verb.change,start
2351,2352,verb.body,breathing air
2355,2355,verb.communication,made
2357,2357,noun.person,progenies
2359,2359,noun.artifact,flippers
2360,2360,verb.change,turn
2362,2362,noun.body,feet
2368,2368,noun.cognition,key
2370,2370,noun.state,survival
2371,2371,verb.stative,is
2372,2372,noun.event,mutation
2374,2374,noun.relation,change
2380,2380,noun.event,time
2382,2382,noun.event,change
2383,2383,verb.stative,is
2388,2388,noun.event,accident
2394,2394,noun.person,freaks
2396,2396,noun.object,nature
2398,2399,verb.change,end up
2400,2400,verb.stative,being
2410,2410,noun.location,Mexican
2411,2411,noun.relation,part
2413,2413,noun.location,town
2419,2419,noun.group,family
2420,2421,verb.stative,consisting of
2423,2423,noun.person,adults
2426,2426,noun.person,teenagers
2429,2429,noun.person,children
2432,2432,noun.attribute,age
2439,2439,noun.person,matriarch
2442,2442,verb.motion,advancing
2443,2443,noun.state,dementia
2446,2446,noun.state,citizenship
2447,2447,noun.state,status
2452,2452,verb.stative,include
2455,2455,noun.person,cousins
2458,2458,noun.person,cousins
2461,2461,noun.person,cousins
2468,2468,noun.location,Prescott
2472,2472,noun.location,towns
2474,2475,noun.person,Rosina Suarez
2476,2476,verb.stative,is
2479,2479,noun.person,child
2483,2483,noun.person,mother
2486,2486,noun.person,widow
2488,2488,noun.person,husband
2489,2489,verb.change,died
2492,2492,noun.time,months
2496,2496,verb.social,married
2499,2499,noun.time,months
2501,2502,noun.person,baby Rosina
2504,2504,verb.body,born
2509,2509,noun.person,father
2511,2511,noun.person,Rosina
2512,2512,verb.stative,has
2515,2515,noun.group,family
2517,2517,noun.person,aunts
2519,2519,noun.person,uncles
2521,2521,noun.person,cousins
2523,2523,verb.motion,move
2529,2529,noun.artifact,house
2533,2533,verb.stative,were
2538,2538,noun.person,mother
2541,2541,noun.person,sisters
2548,2548,verb.stative,live
2552,2552,noun.artifact,townhouse
2553,2553,noun.artifact,apartments
2556,2556,noun.location,left
2558,2558,noun.location,right
2560,2560,noun.person,Rosina
2565,2565,verb.social,blessed
2568,2568,noun.person,husbands
2571,2571,noun.group,families
2574,2574,noun.person,children
2577,2577,verb.communication,complain
2579,2580,verb.communication,talk back
2582,2582,verb.body,wear
2584,2584,noun.artifact,clothing
2588,2588,verb.creation,paint
2590,2590,noun.body,faces
2593,2594,noun.person,AMY REED
2596,2596,noun.artifact,makeup
2598,2598,verb.body,shave
2600,2600,noun.location,sides
2603,2603,noun.body,heads
2605,2605,verb.perception,listen
2608,2608,noun.communication,music
2611,2611,noun.time,1990s
2613,2613,verb.stative,consists
2616,2616,noun.person,girls
2618,2618,noun.communication,screaming
2620,2620,noun.person,Rosina
2622,2622,noun.group,family
2623,2623,verb.stative,is
2626,2626,noun.object,mountains
2628,2628,noun.location,Oaxaca
2633,2633,noun.communication,Zapotec
2634,2634,noun.attribute,roots
2640,2640,noun.body,bodies
2645,2645,noun.body,skin
2648,2648,noun.body,faces
2651,2651,noun.body,noses
2653,2653,noun.person,Rosina
2655,2655,noun.person,father
2656,2656,verb.stative,was
2658,2658,noun.person,mestizo
2660,2661,noun.location,Mexico City
2666,2666,noun.person,Indio
2669,2669,noun.person,Rosina
2670,2670,verb.stative,is
2677,2677,verb.stative,towering
2680,2680,noun.group,family
2689,2689,noun.attribute,ways
2696,2696,noun.person,daughter
2698,2698,noun.person,Rosina
2700,2700,noun.person,mother
2702,2702,verb.possession,inherited
2704,2704,noun.act,duty
2706,2706,noun.artifact,house
2708,2709,verb.contact,look after
2711,2711,noun.person,grandmother
2714,2714,verb.perception,has
2716,2716,noun.feeling,tendency
2718,2718,verb.motion,wander
2724,2724,verb.perception,looking
2728,2728,noun.person,Rosina
2729,2729,verb.stative,is
2731,2731,noun.group,family
2734,2734,noun.person,daughter
2737,2737,verb.stative,is
2740,2740,noun.act,duty
2742,2743,verb.social,look after
2746,2746,noun.group,brood
2748,2748,noun.person,cousins
2755,2755,noun.act,shifts
2758,2758,noun.person,uncle
2761,2761,noun.artifact,restaurant
2769,2769,noun.artifact,restaurant
2771,2771,noun.location,Prescott
2775,2775,verb.communication,say
2779,2779,noun.location,Eugene
2781,2781,noun.location,area
2786,2786,noun.location,center
2789,2789,noun.group,family
2791,2791,noun.group,economy
2793,2793,noun.person,Rosina
2794,2794,verb.stative,spends
2799,2799,noun.quantity,half
2800,2800,noun.time,hours
2803,2803,noun.event,end
2805,2805,noun.group,school
2808,2808,noun.event,start
2811,2811,noun.time,shift
2814,2814,noun.artifact,restaurant
2818,2818,noun.person,uncle
2820,2820,noun.artifact,house
2821,2821,verb.social,watching
2825,2825,noun.person,cousins
2827,2827,noun.person,Abuelita
2829,2829,verb.body,takes
2831,2831,noun.artifact,nap
2834,2834,noun.artifact,chair
2837,2837,noun.artifact,corner
2841,2841,noun.group,horde
2843,2843,noun.person,children
2846,2846,noun.person,Rosina
2849,2849,noun.person,cousin
2851,2851,noun.person,Erwin
2854,2854,verb.stative,is
2856,2856,noun.person,senior
2858,2859,noun.group,Prescott High
2863,2863,noun.person,Rosina
2865,2865,noun.communication,opinion
2869,2871,noun.act,waste of breath
2874,2874,noun.location,state
2876,2876,noun.location,Oregon
2878,2878,verb.motion,sits
2880,2880,verb.creation,playing
2881,2882,noun.act,video games
2884,2884,verb.change,popping
2886,2886,noun.communication,zits
2890,2890,noun.act,trips
2893,2893,noun.artifact,bathroom
2896,2896,noun.person,Rosina
2897,2897,verb.cognition,suspects
2899,2899,noun.act,masturbation
2900,2900,verb.contact,breaks
2902,2902,noun.person,Rosina
2907,2907,noun.person,cousin
2908,2908,verb.stative,is
2911,2911,noun.person,girl
2914,2914,noun.attribute,interests
2916,2916,verb.stative,is
2923,2923,verb.social,take
2925,2925,noun.act,place
2928,2928,noun.person,babysitter
2931,2931,noun.person,Rosina
2932,2932,verb.stative,is
2937,2937,verb.stative,be
2941,2941,noun.person,girl
2945,2945,verb.stative,is
2953,2953,noun.act,responsibility
2955,2955,verb.stative,be
2957,2957,noun.person,mother
2959,2959,noun.person,assistant
2961,2962,verb.social,take care
2965,2965,noun.group,family
2968,2968,noun.location,NOWHERE
2969,2969,noun.person,GIRLS
2973,2973,noun.person,Rosina
2977,2977,verb.social,form
2979,2979,noun.group,band
2985,2985,noun.time,afternoon
2986,2986,verb.change,changing
2987,2987,noun.artifact,diapers
2989,2989,verb.stative,keeping
2991,2991,noun.person,toddlers
2993,2993,verb.contact,sticking
2995,2995,noun.artifact,knives
2998,2998,noun.artifact,sockets
3003,3003,verb.motion,rocking
3008,3008,verb.communication,screaming
3011,3011,noun.artifact,mic
3015,3015,verb.creation,singing
3016,3016,noun.time,lullabies
3022,3022,noun.person,cousins
3025,3025,verb.creation,smear
3026,3026,noun.food,boogers
