start_token,end_token,supersense_category,text
332,332,noun.person,booksellers
336,336,verb.possession,hand
338,338,verb.possession,sell
341,341,noun.communication,books
343,343,noun.person,librarians
350,350,noun.person,authors
354,354,noun.act,design
356,356,noun.act,composition
358,359,noun.group,Bookbright Media
361,361,noun.communication,book
363,363,verb.creation,set
372,373,noun.location,United States
375,376,noun.location,America HC
379,379,noun.quantity,9
388,388,noun.quantity,19
392,392,noun.quantity,15
393,393,noun.quantity,14
401,402,noun.person,Corinne Contents
403,403,noun.communication,Preface
412,415,noun.group,Cornel West xlv Preface
417,417,noun.communication,Introduction
431,431,noun.quantity,3
441,442,noun.location,Cruel Hand
447,449,noun.group,New Jim Crow
456,456,noun.time,Time
458,458,noun.communication,Acknowledgments
471,471,noun.time,years
473,473,verb.social,passed
481,481,verb.communication,published
486,486,verb.stative,been
489,489,noun.time,decade
493,493,noun.quantity,nothing
495,495,verb.change,changed
500,500,verb.cognition,researching
502,502,verb.creation,writing
504,504,noun.communication,book
506,507,noun.person,Barack Obama
512,512,verb.social,elected
513,513,noun.person,president
516,517,noun.group,United States
520,520,verb.stative,was
522,522,noun.cognition,disbelief
525,525,noun.group,country
528,528,verb.social,elect
530,531,noun.person,black man
533,533,verb.stative,be
534,534,noun.person,leader
541,541,noun.group,world
545,545,noun.act,election
546,546,verb.motion,approached
549,549,verb.emotion,felt
552,552,noun.cognition,sense
554,554,noun.feeling,hope
556,556,noun.feeling,dread
559,559,verb.emotion,hoped
562,562,noun.motive,reason
573,573,verb.cognition,knew
582,582,verb.stative,be
584,584,noun.possession,price
586,586,verb.possession,pay
590,590,verb.cognition,knew
593,593,noun.location,country
595,595,noun.cognition,experience
597,597,noun.act,study
598,598,verb.communication,told
605,605,noun.group,nation
610,610,verb.cognition,understand
612,612,noun.attribute,nature
615,615,noun.time,moment
617,617,verb.stative,were
623,623,verb.creation,birthed
625,625,noun.group,caste
626,626,noun.cognition,system
629,629,noun.cognition,system
632,632,noun.state,incarceration
635,635,verb.emotion,caged
636,636,noun.quantity,millions
639,639,noun.group,people
641,641,noun.group,people
643,643,noun.attribute,color
645,645,verb.social,relegated
646,646,noun.quantity,millions
647,647,noun.quantity,more
653,653,noun.group,class
654,654,noun.state,status
658,658,verb.stative,were
661,661,noun.communication,denial
665,665,noun.cognition,system
670,670,noun.relation,control
671,671,verb.stative,existed
681,681,verb.emotion,cared
685,685,noun.attribute,justice
689,689,verb.perception,seem
691,691,verb.cognition,understand
695,695,noun.cognition,dynamics
698,698,noun.attribute,forces
703,703,verb.change,made
708,708,noun.act,progress
714,714,verb.communication,faced
717,717,noun.time,history
721,721,verb.communication,tell
723,723,noun.communication,truth
727,727,noun.time,present
731,731,noun.attribute,numbers
733,733,noun.person,Americans
734,734,verb.emotion,wanted
736,736,verb.social,elect
739,739,noun.person,president
741,741,verb.change,leap
747,747,noun.time,future
751,751,noun.communication,PREFACE
755,755,noun.time,ANNIVERSARY
757,757,noun.location,place
759,759,noun.communication,rhetoric
762,762,noun.feeling,hope
764,764,noun.event,change
767,767,verb.stative,be
770,770,verb.contact,carry
774,775,noun.location,promised land
778,778,verb.contact,stood
780,780,noun.location,line
782,782,noun.quantity,hundreds
786,786,verb.communication,cast
788,788,noun.communication,ballot
791,791,noun.act,voting
794,794,verb.cognition,remember
796,796,noun.feeling,jubilance
799,799,noun.location,air
802,802,noun.group,people
803,803,verb.body,smiling
805,805,verb.communication,nodding
810,810,noun.person,Parents
811,811,verb.motion,brought
813,813,noun.person,children
816,817,noun.artifact,voting booth
819,819,verb.social,watch
821,821,verb.contact,cast
824,824,verb.cognition,hoped
826,826,verb.stative,be
829,829,noun.act,vote
832,832,verb.emotion,wanted
833,834,noun.person,Barack Obama
836,836,verb.possession,win
840,840,verb.emotion,feared
844,844,verb.emotion,worried
849,850,noun.person,black man
852,852,verb.social,elected
853,853,noun.person,president
856,857,noun.location,United States
860,860,noun.group,nation
862,862,verb.motion,sink
865,865,noun.communication,denial
871,871,verb.perception,listen
874,874,noun.communication,message
877,877,verb.emotion,felt
880,880,verb.communication,convey
883,883,verb.stative,are
889,889,noun.time,history
897,898,noun.group,caste system
901,901,verb.creation,born
904,904,noun.location,America
907,907,noun.group,system
909,910,noun.act,mass incarceration
914,914,noun.group,world
917,917,verb.perception,seen
922,922,verb.social,saved
925,925,verb.stative,was
928,928,verb.emotion,worry
931,931,noun.group,people
932,932,verb.cognition,assume
935,937,noun.person,New Jim Crow
938,938,verb.stative,was
941,941,noun.communication,bestseller
946,946,verb.stative,is
950,950,noun.communication,book
953,953,verb.motion,hit
955,956,noun.communication,bestseller lists
960,960,verb.contact,released
962,962,noun.communication,paperback
965,965,noun.time,years
969,969,noun.communication,publication
970,970,noun.time,date
973,973,verb.stative,spent
976,976,noun.time,years
977,977,verb.motion,traveling
979,979,noun.object,coast
981,981,noun.location,coast
982,982,verb.communication,begging
983,983,noun.group,people
985,985,verb.perception,listen
987,987,verb.communication,speaking
992,992,noun.artifact,church
993,993,noun.artifact,basements
997,997,noun.group,groups
999,999,noun.person,activists
1001,1001,noun.person,students
1004,1004,noun.communication,book
1007,1007,verb.creation,published
1009,1009,noun.time,January
1013,1013,noun.time,year
1015,1016,noun.person,President Obama
1018,1018,noun.time,inauguration
1021,1021,verb.stative,was
1023,1023,noun.event,time
1026,1026,noun.location,country
1027,1027,verb.stative,was
1033,1033,noun.act,racialism
1038,1038,noun.time,Month
1039,1039,noun.event,events
1040,1041,verb.stative,revolved around
1047,1047,verb.motion,come
1054,1054,noun.group,community
1057,1057,verb.cognition,felt
1061,1061,noun.person,Obama
1063,1063,verb.possession,win
1065,1065,noun.time,presidency
1068,1068,verb.stative,was
1071,1071,noun.communication,Acknowledgments
1073,1073,verb.social,made
1076,1076,noun.act,work
1077,1077,verb.change,remained
1080,1080,verb.social,done
1084,1084,noun.communication,mantra
1085,1085,verb.change,emerged
1090,1090,verb.motion,come
1097,1097,verb.possession,have
1100,1100,noun.act,way
1102,1102,verb.motion,go
1114,1114,noun.group,people
1115,1115,verb.emotion,wanted
1117,1117,verb.perception,hear
1121,1121,noun.event,appearances
1125,1125,noun.time,end
1127,1127,noun.state,slavery
1129,1129,noun.group,nation
1131,1131,verb.stative,remained
1135,1135,noun.time,cycle
1137,1137,noun.act,reform
1139,1139,noun.event,backlash
1142,1142,noun.event,reformation
1144,1144,noun.cognition,systems
1147,1148,noun.cognition,social control
1150,1150,noun.act,Things
1152,1152,verb.change,changed
1154,1154,noun.time,then
1158,1158,verb.creation,write
1161,1162,noun.person,Donald Trump
1163,1163,verb.stative,is
1164,1164,noun.person,president
1167,1168,noun.location,United States
1174,1175,verb.stative,feels like
1176,1176,noun.time,whiplash
1187,1187,noun.time,years
1189,1190,noun.person,Barack Obama
1193,1194,noun.group,White House
1197,1197,noun.person,man
1199,1199,verb.communication,embraced
1201,1201,noun.communication,rhetoric
1206,1206,noun.cognition,politics
1210,1212,noun.group,Civil Rights Movement
1216,1216,verb.possession,have
1218,1218,noun.person,president
1220,1220,verb.cognition,embraces
1222,1222,noun.communication,rhetoric
1225,1225,noun.relation,politics
1228,1228,noun.attribute,nationalism
1231,1231,verb.stative,is
1233,1233,noun.person,president
1236,1236,verb.communication,stokes
1238,1238,noun.feeling,animosity
1242,1242,noun.act,violence
1245,1245,verb.communication,praises
1246,1246,noun.person,dictators
1250,1250,verb.communication,aspires
1252,1252,verb.stative,be
1257,1257,verb.body,behaves
1261,1261,noun.person,toddler
1263,1263,noun.group,Twitter
1267,1267,verb.stative,has
1272,1272,noun.group,following
1274,1274,noun.quantity,millions
1276,1276,noun.group,people
1279,1279,verb.communication,say
1281,1281,verb.emotion,want
1284,1284,verb.change,make
1285,1285,noun.location,America
1290,1290,verb.motion,taking
1295,1295,noun.time,time
1299,1299,verb.stative,left
1305,1305,verb.stative,living
1308,1308,noun.time,era
1311,1311,noun.act,racialism
1314,1314,noun.time,time
1318,1318,noun.person,Americans
1319,1319,verb.emotion,feel
1322,1322,verb.communication,speak
1326,1326,noun.feeling,nostalgia
1329,1329,noun.time,age
1338,1338,noun.attribute,dominance
1341,1341,verb.cognition,taken
1346,1346,noun.communication,apologies
1347,1347,verb.stative,required
1354,1354,verb.communication,denied
1358,1358,noun.communication,veneer
1365,1365,noun.time,century
1367,1367,noun.state,democracy
1368,1368,verb.stative,was
1373,1373,noun.communication,veneer
1378,1378,noun.location,surface
1379,1379,verb.stative,lay
1382,1382,noun.cognition,reality
1385,1385,noun.person,Americans
1386,1386,verb.stative,were
1390,1390,verb.communication,face
1395,1395,noun.communication,respects
1398,1398,noun.communication,book
1400,1400,verb.creation,written
1404,1404,noun.object,world
1408,1408,verb.creation,written
1413,1413,noun.time,year
1416,1416,noun.person,black
1417,1417,noun.person,teenager
1419,1420,noun.person,Trayvon Martin
1422,1422,verb.contact,killed
1426,1426,noun.group,community
1434,1434,noun.person,watchman
1436,1436,verb.communication,named
1437,1438,noun.person,George Zimmerman
1440,1440,noun.person,Zimmerman
1442,1442,noun.act,acquittal
1444,1444,noun.person,Martin
1446,1446,noun.act,murder
1447,1447,verb.change,ignited
1448,1448,noun.communication,demonstrations
1450,1450,noun.location,cities
1453,1453,noun.location,country
1455,1455,verb.creation,inspired
1457,1458,noun.person,black women
1460,1460,verb.social,launch
1462,1462,noun.communication,hashtag
1468,1468,noun.communication,declaration
1471,1471,verb.motion,rock
1473,1473,noun.group,nation
1476,1476,verb.social,heard
1479,1479,noun.location,globe
1482,1484,noun.group,New Jim Crow
1487,1487,verb.creation,written
1489,1489,noun.group,police
1490,1490,noun.act,killings
1493,1493,noun.person,black
1494,1494,noun.group,people
1495,1495,verb.change,became
1498,1498,noun.artifact,staple
1501,1502,noun.communication,daily news
1505,1505,verb.stative,was
1507,1508,noun.person,Eric Garner
1510,1510,verb.contact,choked
1519,1520,noun.person,police officer
1522,1523,noun.location,New York
1525,1525,verb.emotion,wanted
1527,1527,verb.contact,arrest
1530,1530,verb.possession,selling
1532,1532,noun.artifact,cigarettes
1537,1537,noun.time,year
1540,1541,noun.person,Tamir Rice
1543,1543,verb.contact,killed
1546,1546,noun.artifact,park
1548,1548,noun.location,Cleveland
1549,1550,noun.person,police officers
1552,1552,noun.time,moments
1555,1555,noun.act,arrival
1558,1558,noun.person,child
1560,1560,verb.social,playing
1563,1564,noun.person,John Crawford
1566,1566,verb.competition,shot
1568,1568,verb.contact,killed
1570,1570,noun.group,police
1573,1573,verb.stative,was
1574,1574,verb.possession,shopping
1577,1577,noun.artifact,Walmart
1579,1579,noun.location,Ohio
1582,1583,noun.person,Kajieme Powell
1585,1585,verb.social,shot
1588,1593,noun.group,PREFACE TO THE TENTH ANNIVERSARY EDITION
1595,1595,noun.group,police
1597,1597,verb.contact,holding
1599,1599,noun.artifact,knife
1603,1604,noun.group,Chicago police
1605,1605,noun.person,officer
1606,1606,verb.competition,fired
1608,1608,noun.act,shots
1610,1611,noun.location,Laquan McDonald
1613,1613,noun.body,back
1617,1617,noun.location,Chicago
1618,1618,noun.person,cop
1619,1619,verb.competition,shot
1620,1621,noun.person,Rekia Boyd
1624,1625,noun.person,Freddie Gray
1627,1627,verb.contact,killed
1630,1631,noun.body,spinal cord
1632,1632,verb.change,severed
1635,1635,noun.artifact,back
1638,1638,noun.location,Baltimore
1639,1639,noun.person,police
1640,1640,noun.artifact,van
1643,1644,noun.person,Atatiana Jefferson
1646,1646,verb.social,shot
1651,1652,noun.person,police officer
1656,1657,noun.artifact,bedroom window
1659,1660,noun.location,Fort Worth
1662,1662,noun.location,Texas
1665,1665,verb.stative,was
1667,1668,noun.person,Sandra Bland
1669,1669,verb.change,died
1672,1672,noun.location,Texas
1673,1673,noun.artifact,jail
1676,1676,verb.social,arrested
1679,1679,verb.consumption,using
1681,1681,noun.act,turn
1682,1682,noun.communication,signal
1686,1687,noun.person,Kalief Browder
1688,1688,verb.creation,committed
1689,1689,noun.act,suicide
1692,1692,verb.social,imprisoned
1694,1694,verb.consumption,abused
1696,1697,noun.location,Rikers Island
1700,1700,noun.time,years
1704,1704,verb.social,make
1705,1705,noun.possession,bail
1710,1710,verb.communication,accused
1712,1712,verb.possession,stealing
1714,1714,noun.artifact,backpack
1718,1718,noun.communication,list
1720,1721,verb.stative,go on
1727,1727,noun.communication,book
1729,1729,verb.creation,written
1732,1732,noun.event,uprisings
1736,1736,verb.creation,written
1738,1739,noun.person,Michael Brown
1741,1742,verb.competition,shot down
1745,1745,noun.group,police
1749,1749,noun.location,town
1751,1751,noun.location,Ferguson
1753,1753,noun.location,Missouri
1756,1757,verb.motion,rose up
1760,1760,noun.cognition,system
1762,1762,noun.act,injustice
1763,1764,verb.stative,depends on
1766,1766,noun.attribute,silence
1768,1768,noun.state,paralysis
1770,1770,noun.state,confusion
1773,1773,noun.act,cooperation
1777,1777,verb.stative,seeks
1779,1779,verb.change,eliminate
1781,1781,verb.social,control
1785,1785,noun.group,people
1787,1787,noun.person,Ferguson
1788,1789,verb.competition,stood up
1792,1792,noun.group,police
1793,1793,noun.act,violence
1795,1795,noun.act,harassment
1798,1798,noun.act,abuse
1800,1800,noun.group,community
1802,1802,verb.stative,endured
1804,1804,noun.time,decades
1806,1806,verb.stative,remained
1807,1807,verb.contact,standing
1811,1811,noun.artifact,tanks
1812,1813,verb.motion,rolled in
1816,1816,verb.change,changed
1819,1819,noun.event,wave
1822,1823,noun.communication,justice protest
1825,1825,noun.act,activism
1826,1826,verb.motion,swept
1829,1829,noun.group,nation
1831,1831,verb.creation,electrifying
1833,1833,noun.group,country
1838,1838,noun.group,world
1844,1844,noun.attribute,justice
1845,1845,noun.act,movements
1846,1846,verb.change,burst
1849,1849,noun.location,scene
1852,1852,verb.change,altering
1854,1854,noun.communication,terms
1856,1856,noun.attribute,boundaries
1859,1859,noun.group,nation
1862,1862,noun.communication,debates
1864,1864,verb.creation,forcing
1866,1866,noun.communication,conversation
1870,1870,noun.time,history
1874,1874,noun.time,present
1879,1879,noun.time,future
1881,1881,verb.stative,was
1886,1886,noun.communication,conversation
1889,1889,verb.cognition,places
1891,1891,noun.act,injustice
1894,1894,noun.location,center
1899,1899,noun.location,margins
1909,1909,verb.cognition,know
1911,1911,verb.creation,writing
1913,1913,noun.communication,book
1916,1916,noun.group,nation
1919,1919,verb.body,awaken
1925,1925,noun.state,slumber
1930,1930,noun.communication,chapter
1934,1934,verb.communication,predict
1936,1936,noun.act,uprisings
1937,1937,verb.stative,were
1940,1940,noun.time,future
1944,1944,verb.communication,wondered
1948,1948,noun.event,fire
1950,1951,verb.perception,look like
1953,1953,noun.event,time
1957,1957,verb.change,occurred
1960,1960,noun.time,years
1962,1962,verb.stative,followed
1963,1963,verb.stative,was
1966,1966,verb.communication,paraphrase
1967,1968,noun.person,James Baldwin
1979,1979,verb.creation,imagined
1983,1983,verb.possession,have
1986,1986,noun.group,movements
1987,1987,verb.social,operating
2002,2002,noun.group,communities
2006,2006,verb.communication,celebrating
2008,2008,noun.act,killings
2010,2010,noun.act,recruiting
2011,2011,noun.quantity,thousands
2014,2014,noun.group,ranks
2017,2017,verb.possession,have
2019,2019,noun.person,president
2022,2022,verb.communication,unleashes
2024,2024,noun.act,tirades
2029,2029,noun.group,people
2031,2031,verb.communication,calling
2032,2032,noun.person,Mexican
2033,2033,noun.person,migrants
2035,2035,noun.person,murderers
2039,2039,noun.person,rapists
2045,2045,noun.group,people
2048,2048,verb.communication,referring
2050,2050,verb.change,developing
2051,2052,noun.location,African nations
2055,2055,noun.object,shithole
2056,2056,noun.group,countries
2060,2060,verb.body,smearing
2062,2062,noun.attribute,majority
2065,2065,noun.location,city
2067,2067,noun.location,Baltimore
2073,2073,noun.animal,rat
2075,2075,noun.animal,rodent
2077,2077,noun.state,mess
2080,2080,noun.quantity,Millions
2082,2082,noun.person,Americans
2084,2084,verb.emotion,cheering
2089,2089,verb.cognition,tolerating
2093,2093,noun.act,hostilities
2100,2100,noun.location,midst
2108,2108,verb.possession,have
2111,2111,noun.attribute,justice
2112,2112,noun.group,movements
2113,2113,verb.social,led
2116,2116,noun.group,generations
2118,2118,noun.person,activists
2121,2121,verb.social,working
2125,2125,noun.location,intersections
2128,2128,noun.cognition,systems
2130,2130,noun.attribute,control
2136,2136,noun.group,movements
2139,2139,noun.act,injustice
2140,2140,verb.creation,led
2146,2146,verb.social,impacted
2149,2149,noun.state,incarceration
2154,2154,noun.act,movements
2155,2155,verb.social,aim
2157,2157,verb.communication,redefine
2159,2159,noun.communication,meaning
2161,2161,noun.attribute,justice
2163,2163,noun.location,America
2166,2166,noun.time,decade
2169,2169,noun.quantity,much
2172,2172,noun.act,progress
2173,2173,verb.perception,seemed
2179,2179,noun.communication,book
2182,2182,verb.creation,released
2185,2185,verb.stative,was
2189,2189,noun.act,justice
2190,2190,verb.change,organizing
2195,2195,noun.state,incarceration
2197,2197,verb.stative,was
2202,2202,noun.communication,term
2209,2210,noun.group,Black Caucus
2216,2217,noun.group,civil rights
2218,2218,noun.group,organizations
2222,2222,verb.change,include
2223,2224,noun.cognition,criminal justice
2225,2225,noun.cognition,issues
2229,2229,noun.cognition,priorities
2232,2232,noun.possession,funding
2235,2235,verb.possession,found
2237,2237,noun.act,work
2238,2238,verb.social,challenging
2241,2241,noun.act,punishment
2242,2242,noun.group,bureaucracy
2243,2243,verb.social,controlling
2244,2244,noun.group,communities
2246,2246,noun.attribute,color
2251,2251,noun.person,voices
2252,2253,verb.communication,calling for
2254,2254,noun.act,reform
2255,2255,verb.stative,were
2257,2257,noun.person,academics
2259,2259,noun.communication,policy
2261,2261,noun.person,experts
2266,2266,verb.emotion,impacted
2268,2268,noun.group,police
2269,2269,noun.act,violence
2275,2275,noun.artifact,Drugs
2278,2278,verb.perception,seen
2280,2280,verb.perception,heard
2283,2283,noun.communication,debates
2285,2285,noun.time,Today
2288,2288,verb.stative,is
2290,2290,noun.act,support
2293,2293,noun.artifact,prison
2294,2294,noun.act,downsizing
2297,2297,noun.quantity,hundreds
2299,2299,noun.quantity,millions
2301,2302,noun.possession,philanthropic dollars
2304,2304,verb.change,begun
2306,2306,verb.motion,flow
2309,2309,noun.act,justice
2310,2310,noun.act,reform
2314,2314,noun.group,movement
2315,2315,verb.social,led
2320,2320,verb.social,convicted
2321,2321,noun.group,people
2322,2322,verb.stative,is
2328,2328,noun.act,movement
2331,2331,verb.social,challenged
2333,2333,verb.social,repealed
2334,2334,noun.communication,disenfranchisement
2335,2335,noun.communication,laws
2338,2338,noun.location,states
2340,2340,verb.competition,mobilized
2342,2342,noun.act,support
2344,2345,noun.act,sentencing reform
2349,2349,verb.social,organized
2352,2352,verb.social,ban
2354,2354,noun.artifact,box
2357,2357,noun.state,employment
2358,2358,noun.act,applications
2360,2360,verb.cognition,discriminate
2364,2365,noun.act,criminal records
2367,2367,verb.communication,asking
2370,2370,noun.communication,question
2377,2377,verb.cognition,convicted
2380,2380,noun.act,felony
2384,2384,noun.group,movements
2386,2388,noun.act,restor xiv PREFACE
2397,2397,noun.attribute,justice
2399,2400,verb.change,taken hold
2403,2403,noun.location,cities
2405,2405,noun.act,Campaigns
2407,2408,noun.act,cash bail
2410,2410,verb.possession,gained
2411,2411,noun.attribute,steam
2413,2413,noun.person,Marijuana
2414,2414,noun.act,legalization
2416,2416,verb.motion,swept
2418,2418,noun.group,nation
2424,2424,noun.location,states
2426,2426,verb.social,legalized
2428,2428,verb.change,decriminalized
2429,2429,noun.artifact,cannabis
2440,2440,noun.communication,book
2444,2444,verb.communication,predicted
2447,2447,verb.change,get
2449,2449,noun.group,audience
2451,2452,verb.change,wound up
2453,2453,verb.stative,spending
2455,2455,noun.time,weeks
2458,2459,noun.location,New York
2460,2460,noun.group,Times
2461,2461,noun.communication,bestseller
2462,2462,noun.communication,list
2466,2466,verb.consumption,used
2469,2469,noun.cognition,faith
2470,2470,noun.group,groups
2472,2472,noun.person,activists
2474,2474,noun.person,educators
2477,2477,noun.group,people
2482,2482,noun.state,incarceration
2486,2486,noun.artifact,prisons
2492,2492,noun.time,years
2496,2496,verb.possession,received
2497,2497,noun.quantity,thousands
2499,2499,noun.communication,letters
2502,2502,noun.quantity,tens
2504,2504,noun.quantity,thousands
2506,2506,noun.communication,emails
2509,2509,noun.group,people
2512,2514,noun.cognition,walks of life
2517,2517,verb.communication,written
2519,2519,verb.possession,share
2522,2522,noun.communication,book
2523,2523,verb.change,changed
2529,2529,verb.consumption,used
2532,2532,verb.social,support
2533,2533,noun.cognition,consciousness
2537,2537,noun.act,activism
2540,2540,noun.attribute,ways
2544,2544,verb.change,changed
2548,2548,noun.quantity,nothing
2552,2552,noun.relation,politics
2554,2555,noun.state,white supremacy
2558,2558,verb.stative,defined
2561,2561,noun.communication,constitution
2564,2564,verb.stative,continued
2570,2570,verb.stative,engendering
2572,2572,noun.cognition,systems
2577,2577,noun.relation,control
2582,2582,noun.time,decades
2585,2585,noun.person,politicians
2586,2586,verb.communication,vowed
2588,2588,verb.creation,build
2590,2591,noun.artifact,prison walls
2593,2593,noun.time,Today
2596,2596,verb.communication,promise
2597,2597,noun.communication,border
2598,2598,noun.artifact,walls
2603,2603,noun.communication,chapter
2606,2606,noun.communication,book
2607,2607,verb.communication,describes
2611,2611,noun.cognition,strategy
2613,2613,noun.state,divide
2615,2615,noun.attribute,demonize
2618,2618,verb.change,conquer
2620,2620,verb.social,worked
2622,2622,noun.time,centuries
2625,2626,noun.location,United States
2630,2630,noun.time,days
2632,2632,noun.state,slavery
2635,2635,verb.stative,keep
2638,2638,verb.social,working
2639,2639,noun.group,people
2640,2640,verb.emotion,angry
2651,2651,verb.social,uniting
2653,2653,verb.competition,challenge
2658,2658,noun.cognition,systems
2664,2664,noun.cognition,tactics
2666,2667,noun.state,white supremacy
2669,2669,verb.stative,led
2672,2672,noun.act,warfare
2675,2675,noun.event,times
2678,2678,noun.relation,divisions
2680,2680,noun.state,conflicts
2681,2681,verb.stative,are
2689,2689,noun.location,surface
2693,2693,noun.event,time
2696,2696,verb.creation,writing
2698,2698,noun.communication,book
2701,2701,noun.act,war
2704,2704,verb.social,waged
2706,2706,noun.group,communities
2708,2708,noun.attribute,color
2713,2713,verb.cognition,see
2718,2718,verb.stative,was
2721,2721,noun.relation,politics
2723,2723,noun.person,white
2724,2724,noun.state,supremacy
2727,2727,verb.social,driven
2731,2731,noun.time,Today
2734,2734,noun.cognition,bigotry
2736,2736,noun.feeling,fear
2737,2737,noun.cognition,mongering
2740,2740,noun.act,scapegoating
2748,2748,noun.communication,discourse
2751,2751,noun.animal,dog
2752,2752,noun.communication,whistles
2755,2755,verb.social,replaced
2757,2757,noun.animal,bullhorns
2764,2764,noun.group,people
2766,2766,verb.possession,have
2768,2768,verb.cognition,believe
2772,2772,noun.group,nation
2774,2774,verb.perception,experiencing
2776,2776,verb.stative,is
2780,2780,noun.state,aberration
2784,2784,noun.relation,politics
2792,2792,noun.communication,news
2794,2794,verb.stative,are
2799,2799,verb.stative,are
2803,2803,noun.person,PREFACE
2806,2808,noun.group,TENTH ANNIVERSARY EDITION
2809,2809,verb.communication,xv
2811,2811,noun.group,nation
2817,2817,noun.communication,playbook
2820,2820,verb.consumption,used
2826,2826,noun.location,country
2830,2830,verb.cognition,seek
2832,2832,verb.stative,preserve
2834,2834,noun.state,hierarchy
2838,2838,verb.consumption,exploit
2840,2840,noun.feeling,resentments
2842,2842,noun.state,anxieties
2845,2845,noun.attribute,gain
2848,2848,noun.event,time
2851,2851,noun.phenomenon,results
2856,2856,noun.time,1980s
2858,2858,noun.time,90s
2862,2862,noun.person,Republican
2863,2863,noun.person,politicians
2864,2864,verb.competition,leaned
2868,2868,noun.cognition,stereotypes
2871,2872,noun.artifact,crack heads
2876,2877,noun.artifact,crack babies
2883,2883,noun.person,predators
2888,2888,noun.possession,welfare
2889,2889,noun.group,queens
2893,2893,verb.change,mobilize
2895,2895,noun.act,support
2904,2904,noun.act,get
2908,2908,noun.act,movement
2912,2912,noun.artifact,prison
2914,2914,noun.artifact,building
2915,2915,noun.event,boom
2917,2917,noun.time,Today
2920,2920,noun.communication,rhetoric
2922,2922,verb.change,changed
2926,2926,noun.act,game
2927,2927,verb.stative,remains
2934,2934,verb.creation,wrote
2937,2937,noun.communication,introduction
2940,2940,noun.communication,Spanish
2942,2942,noun.communication,language
2943,2943,noun.communication,version
2946,2946,noun.communication,book
2948,2949,noun.group,public enemy
2950,2950,noun.attribute,number
2955,2955,noun.act,election
2956,2956,verb.stative,was
2961,2961,noun.person,immigrant
2970,2970,noun.person,terrorist
2976,2976,noun.group,caravan
2980,2980,noun.group,people
2982,2982,verb.emotion,want
2984,2984,verb.social,take
2986,2986,noun.act,job
2988,2988,verb.social,rape
2990,2990,noun.person,daughter
2993,2993,verb.social,commit
2995,2995,noun.Tops,act
2997,2997,noun.feeling,terror
3000,3000,noun.person,Trump
3001,3001,verb.communication,put
3006,3006,noun.location,Mexico
3007,3007,verb.motion,sends
3009,3009,noun.group,people
3014,3014,verb.motion,sending
3020,3020,verb.social,sending
3021,3021,noun.group,people
3023,3023,verb.possession,have
3024,3024,noun.quantity,lots
3026,3026,noun.state,problems
3031,3031,verb.contact,bringing
3033,3033,noun.state,problems
3040,3040,verb.contact,bringing
3041,3041,noun.artifact,drugs
3045,3045,verb.contact,bringing
3046,3046,noun.act,crime
3049,3049,verb.stative,’re
3050,3050,noun.person,rapists
3054,3054,verb.communication,promised
3056,3056,verb.cognition,solve
3059,3059,noun.state,crisis
3062,3062,noun.act,deportation
3064,3064,verb.change,building
3066,3066,noun.artifact,wall
3069,3070,noun.group,United States
3072,3072,noun.location,Mexico
3076,3076,verb.communication,insisted
3080,3080,noun.person,opponent
3082,3083,noun.person,Hillary Clinton
